Store,Date, Weekly_Sales ,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,04/02/2011," $1,606,629.58 ",0,42.3,2.989,212.5669,7.742
1,11/02/2011," $1,649,614.93 ",1,36.4,3.022,212.9367,7.742
1,18/02/2011," $1,686,842.78 ",0,57.4,3.045,213.2479,7.742
1,25/02/2011," $1,456,800.28 ",0,62.9,3.065,213.5356,7.742
1,04/03/2011," $1,636,263.41 ",0,59.6,3.288,213.8233,7.742
1,11/03/2011," $1,553,191.63 ",0,53.6,3.459,214.1111,7.742
1,18/03/2011," $1,576,818.06 ",0,62.8,3.488,214.3627,7.742
1,25/03/2011," $1,541,102.38 ",0,70.0,3.473,214.5999,7.742
1,01/04/2011," $1,495,064.75 ",0,59.2,3.524,214.8372,7.682
1,08/04/2011," $1,614,259.35 ",0,67.8,3.622,215.0744,7.682
1,15/04/2011," $1,559,889.00 ",0,71.3,3.743,215.2919,7.682
1,22/04/2011," $1,564,819.81 ",0,73.0,3.807,215.4599,7.682
1,29/04/2011," $1,455,090.69 ",0,72.0,3.810,215.6280,7.682
1,06/05/2011," $1,629,391.28 ",0,64.6,3.906,215.7960,7.682
1,13/05/2011," $1,604,775.58 ",0,75.6,3.899,215.9641,7.682
1,20/05/2011," $1,428,218.27 ",0,67.6,3.907,215.7339,7.682
1,27/05/2011," $1,466,046.67 ",0,77.7,3.786,215.5038,7.682
1,03/06/2011," $1,635,078.41 ",0,83.0,3.699,215.2737,7.682
1,10/06/2011," $1,588,948.32 ",0,83.1,3.648,215.0435,7.682
1,17/06/2011," $1,532,114.86 ",0,86.4,3.637,214.9981,7.682
1,24/06/2011," $1,438,830.15 ",0,83.6,3.594,215.0911,7.682
1,01/07/2011," $1,488,538.09 ",0,85.6,3.524,215.1841,7.962
1,08/07/2011," $1,534,849.64 ",0,85.8,3.480,215.2772,7.962
1,15/07/2011," $1,455,119.97 ",0,88.5,3.575,215.3611,7.962
1,22/07/2011," $1,396,926.82 ",0,85.8,3.651,215.4223,7.962
1,29/07/2011," $1,352,219.79 ",0,86.8,3.682,215.4834,7.962
1,05/08/2011," $1,624,383.75 ",0,91.7,3.684,215.5446,7.962
1,12/08/2011," $1,525,147.09 ",0,90.8,3.638,215.6058,7.962
1,19/08/2011," $1,530,761.43 ",0,89.9,3.554,215.6693,7.962
1,26/08/2011," $1,464,693.46 ",0,88.0,3.523,215.7332,7.962
1,02/09/2011," $1,550,229.22 ",0,87.8,3.533,215.7971,7.962
1,09/09/2011," $1,540,471.24 ",1,76.0,3.546,215.8611,7.962
1,16/09/2011," $1,514,259.78 ",0,79.9,3.526,216.0411,7.962
1,23/09/2011," $1,380,020.27 ",0,75.8,3.467,216.3758,7.962
1,30/09/2011," $1,394,561.83 ",0,79.7,3.355,216.7106,7.962
1,07/10/2011," $1,630,989.95 ",0,69.3,3.285,217.0454,7.866
1,14/10/2011," $1,493,525.93 ",0,71.7,3.274,217.3553,7.866
1,21/10/2011," $1,502,562.78 ",0,63.7,3.353,217.5160,7.866
1,28/10/2011," $1,445,249.09 ",0,66.6,3.372,217.6767,7.866
1,04/11/2011," $1,697,229.58 ",0,55.0,3.332,217.8374,7.866
1,11/11/2011," $1,594,938.89 ",0,59.1,3.297,217.9981,7.866
1,18/11/2011," $1,539,483.70 ",0,62.3,3.308,218.2205,7.866
1,25/11/2011," $2,033,320.66 ",1,60.1,3.236,218.4676,7.866
1,02/12/2011," $1,584,083.95 ",0,48.9,3.172,218.7147,7.866
1,09/12/2011," $1,799,682.38 ",0,43.9,3.158,218.9618,7.866
1,16/12/2011," $1,881,176.67 ",0,51.6,3.159,219.1795,7.866
1,23/12/2011," $2,270,188.99 ",0,48.0,3.112,219.3577,7.866
1,30/12/2011," $1,497,462.72 ",1,44.6,3.129,219.5360,7.866
1,06/01/2012," $1,550,369.92 ",0,49.0,3.157,219.7143,7.348
1,13/01/2012," $1,459,601.17 ",0,48.5,3.261,219.8925,7.348
1,20/01/2012," $1,394,393.84 ",0,54.1,3.268,219.9857,7.348
1,27/01/2012," $1,319,325.59 ",0,54.3,3.290,220.0789,7.348
1,03/02/2012," $1,636,339.65 ",0,56.6,3.360,220.1720,7.348
1,10/02/2012," $1,802,477.43 ",1,48.0,3.409,220.2652,7.348
1,17/02/2012," $1,819,870.00 ",0,45.3,3.510,220.4258,7.348
1,24/02/2012," $1,539,387.83 ",0,57.3,3.555,220.6369,7.348
1,02/03/2012," $1,688,420.76 ",0,61.0,3.630,220.8480,7.348
1,09/03/2012," $1,675,431.16 ",0,58.8,3.669,221.0592,7.348
1,16/03/2012," $1,677,472.78 ",0,64.7,3.734,221.2118,7.348
1,23/03/2012," $1,511,068.07 ",0,65.9,3.787,221.2864,7.348
1,30/03/2012," $1,649,604.63 ",0,67.6,3.845,221.3610,7.348
1,06/04/2012," $1,899,676.88 ",0,70.4,3.891,221.4356,7.143
1,13/04/2012," $1,621,031.70 ",0,69.1,3.891,221.5102,7.143
1,20/04/2012," $1,521,577.87 ",0,66.8,3.877,221.5641,7.143
1,27/04/2012," $1,468,928.37 ",0,67.2,3.814,221.6179,7.143
1,04/05/2012," $1,684,519.99 ",0,75.6,3.749,221.6718,7.143
1,11/05/2012," $1,611,096.05 ",0,73.8,3.688,221.7257,7.143
1,18/05/2012," $1,595,901.87 ",0,70.3,3.630,221.7427,7.143
1,25/05/2012," $1,555,444.55 ",0,77.2,3.561,221.7449,7.143
1,01/06/2012," $1,624,477.58 ",0,78.0,3.501,221.7472,7.143
1,08/06/2012," $1,697,230.96 ",0,78.3,3.452,221.7495,7.143
1,15/06/2012," $1,630,607.00 ",0,79.4,3.393,221.7626,7.143
1,22/06/2012," $1,527,845.81 ",0,78.4,3.346,221.8030,7.143
1,29/06/2012," $1,540,421.49 ",0,84.9,3.286,221.8434,7.143
1,06/07/2012," $1,769,854.16 ",0,81.6,3.227,221.8838,6.908
1,13/07/2012," $1,527,014.04 ",0,77.1,3.256,221.9242,6.908
1,20/07/2012," $1,497,954.76 ",0,80.4,3.311,221.9327,6.908
1,27/07/2012," $1,439,123.71 ",0,82.7,3.407,221.9413,6.908
1,03/08/2012," $1,631,135.79 ",0,86.1,3.417,221.9499,6.908
1,10/08/2012," $1,592,409.97 ",0,85.1,3.494,221.9584,6.908
1,17/08/2012," $1,597,868.05 ",0,84.9,3.571,222.0384,6.908
1,24/08/2012," $1,494,122.38 ",0,77.7,3.620,222.1719,6.908
1,31/08/2012," $1,582,083.40 ",0,80.5,3.638,222.3055,6.908
1,07/09/2012," $1,661,767.33 ",1,84.0,3.730,222.4390,6.908
1,14/09/2012," $1,517,428.87 ",0,75.0,3.717,222.5820,6.908
1,21/09/2012," $1,506,126.06 ",0,69.9,3.721,222.7818,6.908
1,28/09/2012," $1,437,059.26 ",0,76.1,3.666,222.9817,6.908
1,05/10/2012," $1,670,785.97 ",0,68.6,3.617,223.1815,6.573
1,12/10/2012," $1,573,072.81 ",0,63.0,3.601,223.3813,6.573
1,19/10/2012," $1,508,068.77 ",0,68.0,3.594,223.4257,6.573
1,26/10/2012," $1,493,659.74 ",0,69.2,3.506,223.4443,6.573
2,05/02/2010," $2,136,989.46 ",0,40.2,2.572,210.7526,8.324
2,12/02/2010," $2,137,809.50 ",1,38.5,2.548,210.8980,8.324
2,19/02/2010," $2,124,451.54 ",0,39.7,2.514,210.9452,8.324
2,26/02/2010," $1,865,097.27 ",0,46.1,2.561,210.9760,8.324
2,05/03/2010," $1,991,013.13 ",0,47.2,2.625,211.0068,8.324
2,12/03/2010," $1,990,483.78 ",0,57.6,2.667,211.0376,8.324
2,19/03/2010," $1,946,070.88 ",0,54.5,2.720,210.8733,8.324
2,26/03/2010," $1,750,197.81 ",0,51.3,2.732,210.6766,8.324
2,02/04/2010," $2,066,187.72 ",0,63.3,2.719,210.4799,8.200
2,09/04/2010," $1,954,689.21 ",0,65.4,2.770,210.2832,8.200
2,16/04/2010," $1,874,957.94 ",0,68.1,2.808,210.1495,8.200
2,23/04/2010," $1,821,990.93 ",0,65.1,2.795,210.1001,8.200
2,30/04/2010," $1,802,450.29 ",0,67.0,2.780,210.0506,8.200
2,07/05/2010," $2,042,581.71 ",0,71.3,2.835,210.0011,8.200
2,14/05/2010," $1,880,752.36 ",0,73.3,2.854,209.9985,8.200
2,21/05/2010," $1,896,937.10 ",0,74.8,2.826,210.2768,8.200
2,28/05/2010," $1,957,113.89 ",0,81.1,2.759,210.5552,8.200
2,04/06/2010," $2,102,539.93 ",0,81.8,2.705,210.8336,8.200
2,11/06/2010," $2,025,538.76 ",0,83.4,2.668,211.1120,8.200
2,18/06/2010," $2,001,636.96 ",0,85.8,2.637,211.1097,8.200
2,25/06/2010," $1,939,927.09 ",0,86.3,2.653,210.9950,8.200
2,02/07/2010," $2,003,940.64 ",0,82.7,2.669,210.8804,8.099
2,09/07/2010," $1,880,902.62 ",0,82.6,2.642,210.7657,8.099
2,16/07/2010," $1,845,879.79 ",0,85.3,2.623,210.7578,8.099
2,23/07/2010," $1,781,717.71 ",0,87.7,2.608,210.8921,8.099
2,30/07/2010," $1,804,246.16 ",0,83.5,2.640,211.0265,8.099
2,06/08/2010," $1,991,909.98 ",0,89.5,2.627,211.1608,8.099
2,13/08/2010," $1,895,601.05 ",0,89.1,2.692,211.2951,8.099
2,20/08/2010," $1,964,335.23 ",0,88.7,2.664,211.2597,8.099
2,27/08/2010," $1,863,840.49 ",0,87.1,2.619,211.2242,8.099
2,03/09/2010," $1,904,608.09 ",0,81.8,2.577,211.1887,8.099
2,10/09/2010," $1,839,128.83 ",1,79.1,2.565,211.1532,8.099
2,17/09/2010," $1,793,903.60 ",0,82.1,2.582,211.1806,8.099
2,24/09/2010," $1,724,557.22 ",0,81.8,2.624,211.2553,8.099
2,01/10/2010," $1,827,440.43 ",0,69.2,2.603,211.3299,8.163
2,08/10/2010," $1,849,921.44 ",0,63.2,2.633,211.4045,8.163
2,15/10/2010," $1,794,355.49 ",0,65.8,2.720,211.4713,8.163
2,22/10/2010," $1,737,947.64 ",0,68.5,2.725,211.5187,8.163
2,29/10/2010," $1,802,755.11 ",0,66.2,2.716,211.5661,8.163
2,05/11/2010," $1,939,061.41 ",0,57.9,2.689,211.6135,8.163
2,12/11/2010," $1,916,812.74 ",0,59.7,2.728,211.6609,8.163
2,19/11/2010," $1,956,739.17 ",0,50.8,2.771,211.5470,8.163
2,26/11/2010," $2,658,725.29 ",1,63.0,2.735,211.4063,8.163
2,03/12/2010," $2,015,781.27 ",0,49.3,2.708,211.2655,8.163
2,10/12/2010," $2,378,726.55 ",0,45.5,2.843,211.1248,8.163
2,17/12/2010," $2,609,166.75 ",0,47.6,2.869,211.0645,8.163
2,24/12/2010," $3,436,007.68 ",0,50.0,2.886,211.0647,8.163
2,31/12/2010," $1,750,434.55 ",1,47.3,2.943,211.0648,8.163
2,07/01/2011," $1,758,050.79 ",0,44.7,2.976,211.0649,8.028
2,14/01/2011," $1,744,193.58 ",0,33.0,2.983,211.1177,8.028
2,21/01/2011," $1,751,384.90 ",0,41.4,3.016,211.4865,8.028
2,28/01/2011," $1,695,371.68 ",0,42.8,3.010,211.8553,8.028
2,04/02/2011," $1,929,346.23 ",0,38.3,2.989,212.2241,8.028
2,11/02/2011," $2,168,041.61 ",1,33.2,3.022,212.5929,8.028
2,18/02/2011," $2,080,884.82 ",0,57.8,3.045,212.9033,8.028
2,25/02/2011," $1,833,511.08 ",0,60.8,3.065,213.1904,8.028
2,04/03/2011," $1,981,607.78 ",0,57.8,3.288,213.4775,8.028
2,11/03/2011," $1,879,107.31 ",0,52.7,3.459,213.7646,8.028
2,18/03/2011," $1,902,557.66 ",0,62.3,3.488,214.0156,8.028
2,25/03/2011," $1,766,162.05 ",0,69.4,3.473,214.2522,8.028
2,01/04/2011," $1,800,171.36 ",0,55.4,3.524,214.4887,7.931
2,08/04/2011," $1,847,552.61 ",0,67.0,3.622,214.7252,7.931
2,15/04/2011," $1,856,467.84 ",0,69.5,3.743,214.9421,7.931
2,22/04/2011," $1,886,339.60 ",0,69.4,3.807,215.1097,7.931
2,29/04/2011," $1,745,545.28 ",0,69.2,3.810,215.2773,7.931
2,06/05/2011," $1,837,743.60 ",0,61.5,3.906,215.4449,7.931
2,13/05/2011," $1,838,513.07 ",0,74.6,3.899,215.6125,7.931
2,20/05/2011," $1,688,281.86 ",0,67.1,3.907,215.3835,7.931
2,27/05/2011," $1,797,732.56 ",0,76.4,3.786,215.1545,7.931
2,03/06/2011," $1,933,756.21 ",0,83.1,3.699,214.9255,7.931
2,10/06/2011," $1,929,153.16 ",0,83.4,3.648,214.6965,7.931
2,17/06/2011," $1,953,771.99 ",0,86.5,3.637,214.6514,7.931
2,24/06/2011," $1,790,925.80 ",0,85.2,3.594,214.7441,7.931
2,01/07/2011," $1,866,243.00 ",0,85.7,3.524,214.8369,7.852
2,08/07/2011," $1,853,161.99 ",0,87.7,3.480,214.9296,7.852
2,15/07/2011," $1,785,187.29 ",0,89.8,3.575,215.0134,7.852
2,22/07/2011," $1,743,816.41 ",0,89.3,3.651,215.0749,7.852
2,29/07/2011," $1,680,693.06 ",0,90.1,3.682,215.1364,7.852
2,05/08/2011," $1,876,704.26 ",0,93.3,3.684,215.1979,7.852
2,12/08/2011," $1,812,768.26 ",0,91.6,3.638,215.2593,7.852
2,19/08/2011," $1,844,094.59 ",0,89.9,3.554,215.3229,7.852
2,26/08/2011," $1,821,139.91 ",0,90.5,3.523,215.3869,7.852
2,02/09/2011," $1,809,119.70 ",0,89.6,3.533,215.4509,7.852
2,09/09/2011," $1,748,000.65 ",1,78.0,3.546,215.5148,7.852
2,16/09/2011," $1,691,439.52 ",0,78.9,3.526,215.6944,7.852
2,23/09/2011," $1,669,299.78 ",0,75.6,3.467,216.0282,7.852
2,30/09/2011," $1,650,394.44 ",0,78.1,3.355,216.3620,7.852
2,07/10/2011," $1,837,553.43 ",0,69.9,3.285,216.6958,7.441
2,14/10/2011," $1,743,882.19 ",0,71.7,3.274,217.0048,7.441
2,21/10/2011," $1,834,680.25 ",0,64.5,3.353,217.1650,7.441
2,28/10/2011," $1,769,296.25 ",0,65.9,3.372,217.3252,7.441
2,04/11/2011," $1,959,707.90 ",0,55.5,3.332,217.4854,7.441
2,11/11/2011," $1,920,725.15 ",0,59.3,3.297,217.6455,7.441
2,18/11/2011," $1,902,762.50 ",0,62.0,3.308,217.8670,7.441
2,25/11/2011," $2,614,202.30 ",1,56.4,3.236,218.1130,7.441
2,02/12/2011," $1,954,952.00 ",0,48.7,3.172,218.3590,7.441
2,09/12/2011," $2,290,549.32 ",0,41.8,3.158,218.6050,7.441
2,16/12/2011," $2,432,736.52 ",0,50.1,3.159,218.8218,7.441
2,23/12/2011," $3,224,369.80 ",0,46.7,3.112,218.9995,7.441
2,30/12/2011," $1,874,226.52 ",1,44.6,3.129,219.1773,7.441
2,06/01/2012," $1,799,520.14 ",0,46.8,3.157,219.3551,7.057
2,13/01/2012," $1,744,725.48 ",0,46.0,3.261,219.5328,7.057
2,20/01/2012," $1,711,769.11 ",0,51.7,3.268,219.6258,7.057
2,27/01/2012," $1,660,906.14 ",0,50.5,3.290,219.7189,7.057
2,03/02/2012," $1,935,299.94 ",0,55.2,3.360,219.8119,7.057
2,10/02/2012," $2,103,322.68 ",1,47.0,3.409,219.9049,7.057
2,17/02/2012," $2,196,688.46 ",0,43.8,3.510,220.0652,7.057
2,24/02/2012," $1,861,802.70 ",0,54.6,3.555,220.2759,7.057
2,02/03/2012," $1,952,555.66 ",0,58.8,3.630,220.4867,7.057
2,09/03/2012," $1,937,628.26 ",0,57.1,3.669,220.6974,7.057
2,16/03/2012," $1,976,082.13 ",0,63.7,3.734,220.8498,7.057
2,23/03/2012," $1,790,439.16 ",0,64.0,3.787,220.9245,7.057
2,30/03/2012," $1,857,480.84 ",0,66.8,3.845,220.9991,7.057
2,06/04/2012," $2,129,035.91 ",0,68.4,3.891,221.0738,6.891
2,13/04/2012," $1,935,869.10 ",0,68.1,3.891,221.1484,6.891
2,20/04/2012," $1,847,344.45 ",0,65.7,3.877,221.2021,6.891
2,27/04/2012," $1,764,133.09 ",0,67.2,3.814,221.2558,6.891
2,04/05/2012," $1,923,957.09 ",0,76.7,3.749,221.3095,6.891
2,11/05/2012," $1,917,520.99 ",0,73.9,3.688,221.3632,6.891
2,18/05/2012," $2,000,940.67 ",0,71.3,3.630,221.3803,6.891
2,25/05/2012," $1,912,791.09 ",0,78.2,3.561,221.3828,6.891
2,01/06/2012," $1,910,092.37 ",0,78.4,3.501,221.3853,6.891
2,08/06/2012," $2,010,216.49 ",0,78.7,3.452,221.3877,6.891
2,15/06/2012," $1,962,924.30 ",0,80.6,3.393,221.4010,6.891
2,22/06/2012," $1,887,733.21 ",0,81.0,3.346,221.4412,6.891
2,29/06/2012," $1,881,046.12 ",0,86.3,3.286,221.4813,6.891
2,06/07/2012," $2,041,507.40 ",0,84.2,3.227,221.5215,6.565
2,13/07/2012," $1,830,075.13 ",0,80.2,3.256,221.5617,6.565
2,20/07/2012," $1,819,666.46 ",0,83.2,3.311,221.5701,6.565
2,27/07/2012," $1,757,923.88 ",0,86.4,3.407,221.5785,6.565
2,03/08/2012," $1,946,104.64 ",0,90.2,3.417,221.5870,6.565
2,10/08/2012," $1,866,719.96 ",0,88.6,3.494,221.5954,6.565
2,17/08/2012," $1,928,016.01 ",0,84.8,3.571,221.6751,6.565
2,24/08/2012," $1,876,788.15 ",0,76.9,3.620,221.8084,6.565
2,31/08/2012," $1,947,083.30 ",0,82.6,3.638,221.9416,6.565
2,07/09/2012," $1,898,777.07 ",1,87.7,3.730,222.0748,6.565
2,14/09/2012," $1,814,806.63 ",0,75.9,3.717,222.2174,6.565
2,21/09/2012," $1,829,415.67 ",0,71.1,3.721,222.4169,6.565
2,28/09/2012," $1,746,470.56 ",0,79.5,3.666,222.6164,6.565
2,05/10/2012," $1,998,321.04 ",0,70.3,3.617,222.8159,6.170
2,12/10/2012," $1,900,745.13 ",0,61.0,3.601,223.0154,6.170
2,19/10/2012," $1,847,990.41 ",0,68.1,3.594,223.0598,6.170
2,26/10/2012," $1,834,458.35 ",0,69.8,3.506,223.0783,6.170
3,05/02/2010," $461,622.22 ",0,45.7,2.572,214.4249,7.368
3,12/02/2010," $420,728.96 ",1,47.9,2.548,214.5748,7.368
3,19/02/2010," $421,642.19 ",0,47.1,2.514,214.6199,7.368
3,26/02/2010," $407,204.86 ",0,52.1,2.561,214.6475,7.368
3,05/03/2010," $415,202.04 ",0,53.0,2.625,214.6751,7.368
3,12/03/2010," $384,200.69 ",0,63.1,2.667,214.7028,7.368
3,19/03/2010," $375,328.59 ",0,60.4,2.720,214.5301,7.368
3,26/03/2010," $359,949.27 ",0,57.1,2.732,214.3241,7.368
3,02/04/2010," $423,294.40 ",0,65.6,2.719,214.1181,7.343
3,09/04/2010," $415,870.28 ",0,68.0,2.770,213.9121,7.343
3,16/04/2010," $354,993.26 ",0,67.0,2.808,213.7727,7.343
3,23/04/2010," $339,976.65 ",0,67.9,2.795,213.7222,7.343
3,30/04/2010," $361,248.39 ",0,70.2,2.780,213.6717,7.343
3,07/05/2010," $399,323.86 ",0,73.5,2.835,213.6212,7.343
3,14/05/2010," $384,357.94 ",0,77.2,2.854,213.6196,7.343
3,21/05/2010," $343,763.17 ",0,75.8,2.826,213.9117,7.343
3,28/05/2010," $350,089.23 ",0,78.6,2.759,214.2038,7.343
3,04/06/2010," $396,968.80 ",0,78.5,2.705,214.4958,7.343
3,11/06/2010," $355,017.09 ",0,82.1,2.668,214.7879,7.343
3,18/06/2010," $364,076.85 ",0,83.5,2.637,214.7858,7.343
3,25/06/2010," $357,346.48 ",0,83.8,2.653,214.6661,7.343
3,02/07/2010," $381,151.72 ",0,82.2,2.669,214.5463,7.346
3,09/07/2010," $349,214.18 ",0,81.8,2.642,214.4266,7.346
3,16/07/2010," $352,728.78 ",0,84.3,2.623,214.4176,7.346
3,23/07/2010," $352,864.49 ",0,83.3,2.608,214.5565,7.346
3,30/07/2010," $347,955.05 ",0,82.0,2.640,214.6953,7.346
3,06/08/2010," $402,635.76 ",0,85.1,2.627,214.8342,7.346
3,13/08/2010," $339,597.38 ",0,86.7,2.692,214.9730,7.346
3,20/08/2010," $351,728.21 ",0,88.0,2.664,214.9314,7.346
3,27/08/2010," $362,134.09 ",0,86.2,2.619,214.8898,7.346
3,03/09/2010," $366,473.97 ",0,84.2,2.577,214.8482,7.346
3,10/09/2010," $352,260.97 ",1,80.8,2.565,214.8065,7.346
3,17/09/2010," $363,064.64 ",0,82.4,2.582,214.8322,7.346
3,24/09/2010," $355,626.87 ",0,76.9,2.624,214.9085,7.346
3,01/10/2010," $358,784.10 ",0,73.6,2.603,214.9847,7.564
3,08/10/2010," $395,107.35 ",0,67.0,2.633,215.0609,7.564
3,15/10/2010," $345,584.39 ",0,69.7,2.720,215.1293,7.564
3,22/10/2010," $348,895.98 ",0,71.6,2.725,215.1784,7.564
3,29/10/2010," $348,591.74 ",0,72.0,2.716,215.2275,7.564
3,05/11/2010," $423,175.56 ",0,62.9,2.689,215.2765,7.564
3,12/11/2010," $386,635.03 ",0,62.8,2.728,215.3256,7.564
3,19/11/2010," $372,545.32 ",0,57.7,2.771,215.2075,7.564
3,26/11/2010," $565,567.84 ",1,68.7,2.735,215.0614,7.564
3,03/12/2010," $476,420.77 ",0,53.8,2.708,214.9154,7.564
3,10/12/2010," $467,642.03 ",0,51.1,2.843,214.7693,7.564
3,17/12/2010," $498,159.39 ",0,52.2,2.869,214.7049,7.564
3,24/12/2010," $605,990.41 ",0,57.2,2.886,214.7018,7.564
3,31/12/2010," $382,677.76 ",1,53.2,2.943,214.6986,7.564
3,07/01/2011," $378,241.34 ",0,53.4,2.976,214.6955,7.551
3,14/01/2011," $381,061.10 ",0,44.8,2.983,214.7471,7.551
3,21/01/2011," $350,876.70 ",0,50.7,3.016,215.1268,7.551
3,28/01/2011," $364,866.24 ",0,48.7,3.010,215.5066,7.551
3,04/02/2011," $438,516.53 ",0,46.0,2.989,215.8863,7.551
3,11/02/2011," $430,526.21 ",1,43.6,3.022,216.2661,7.551
3,18/02/2011," $432,782.10 ",0,61.6,3.045,216.5844,7.551
3,25/02/2011," $397,211.19 ",0,67.4,3.065,216.8780,7.551
3,04/03/2011," $437,084.51 ",0,65.1,3.288,217.1717,7.551
3,11/03/2011," $404,753.30 ",0,61.3,3.459,217.4654,7.551
3,18/03/2011," $392,109.51 ",0,69.5,3.488,217.7235,7.551
3,25/03/2011," $380,683.67 ",0,72.9,3.473,217.9675,7.551
3,01/04/2011," $374,556.08 ",0,68.8,3.524,218.2114,7.574
3,08/04/2011," $384,075.31 ",0,72.6,3.622,218.4554,7.574
3,15/04/2011," $366,250.69 ",0,75.9,3.743,218.6789,7.574
3,22/04/2011," $391,860.04 ",0,76.9,3.807,218.8512,7.574
3,29/04/2011," $367,405.40 ",0,78.7,3.810,219.0236,7.574
3,06/05/2011," $413,042.12 ",0,69.5,3.906,219.1960,7.574
3,13/05/2011," $386,312.68 ",0,79.9,3.899,219.3684,7.574
3,20/05/2011," $364,603.13 ",0,75.8,3.907,219.1272,7.574
3,27/05/2011," $369,350.60 ",0,84.4,3.786,218.8861,7.574
3,03/06/2011," $394,507.84 ",0,84.3,3.699,218.6449,7.574
3,10/06/2011," $391,638.75 ",0,84.8,3.648,218.4038,7.574
3,17/06/2011," $403,423.34 ",0,87.0,3.637,218.3552,7.574
3,24/06/2011," $385,520.71 ",0,84.9,3.594,218.4509,7.574
3,01/07/2011," $368,962.72 ",0,85.1,3.524,218.5467,7.567
